country,continent,population,gdp_per_capita,life_expectancy,internet_users_pct,year
Philippines,Asia,80.5,2107.0,68.4,52.9,2014
Germany,Europe,0.2,42986.0,82.7,79.3,2010
Egypt,Africa,27.2,2067.0,53.3,47.0,2024
Portugal,Europe,30.2,33755.0,83.5,71.6,2013
Japan,Asia,,200.0,,50.4,2010
Saudi Arabia,Asia,258.6,4256.0,72.6,18.9,2021
Bangladesh  ,Asia,326.3,24240.0,71.5,27.5,2024
Egypt,Africa,58.0,200.0,68.4,47.7,2014
Morocco,Africa,0.2,3027.0,61.1,39.8,2023
Country_024,South America,23.7,15427.0,64.3,63.7,2017
Myanmar,Asia,5.2,3431.0,74.2,63.7,2014
Country_027,Oceania,0.2,,79.9,,2012
Country_030,Africa,44.0,200.0,55.8,1.0,2012
Myanmar,Asia,274.7,"13,306",69.9,46.7,2023
Samoa,Oceania,8.8,34668.0,84.7,68.2,2023
Poland,Europe,,18683.0,86.0,77.1,2021
Kenya,Africa,0.2,,60.2,6.4,2010
Jamaica,North America,63.4,10855.0,76.6,77.7,2014
China,Asia,136.6,200.0,71.3,1.0,2012
Iran,Asia,55.1,3927.0,73.7,82.9%,2012
Country_020,Africa,76.7,3191.0,46.3,11.4,2012
Country_022,North America,53.2,65629.0,78.4,86.8,2010
Estonia,Europe,0.2,43976.0,82.5,,2010
Thailand,Asia,34.5,5043.0,71.6,14.4,2025
Country_008,Africa,34.0,4970.0,,38.0,2021
Bahrain,Asia,0.2,200.0,76.0,15.3,2023
Senegal,Africa,29.6,200.0,60.1,32.9,2011
Suriname,South America,39.0,,69.5,50.7,2020
Nicaragua,N. America,65.0,34298.0,71.4,76.4,2017
Country_018,Africa,0.2,4134.0,66.6,47.1,2015
Luxembourg,Europe,19.8,22213.0,77.0,83.6,2010
Country_005,Africa,4.9,3252.0,52.1,24.5,2015
Belize,North America,0.2,68097.0,77.3,82.6,2015
Cyprus,Europe,30.8,"17,937",77.6,81.6,2023
Mongolia,Asia,0.2,2786.0,70.9,78.1,2015
Botswana,Africa,18.2,951.0,52.6,15.2,2015
Thailand,Asia,0.2,,72.3,71.4,2020
Poland,Europe,,18683.0,86.0,77.1,2021
Sri Lanka,Asia,128.6,13710.0,74.8,38.2,2025
Country_024,South Am.,13.8,13404.0,77.3,48.2,2020
Switzerland,Europe,2.2,,83.7,82.7,2012
Netherlands,Europe,30.4,33981.0,75.4,83.3,2016
Iceland,Europe,37.9,23943.0,82.2,68.5,2017
Country_020,Africa,60.0,200.0,63.7,19.5,2021
Latvia,Europe,22.6,44360.0,78.8,,2017
Country_032,South America,,23935.0,74.1,36.2,2022
Romania,Europe,6.3,33799.0,83.3,79.7,2014
Country_029,South America,96.8,18346.0,75.4,79.8,2020
Bosnia and Herzegovina,Europe,43.7,21131.0,79.7,72.6,2013
South Sudan,Africa,75.6,534.0,63.1,62.2,2010
United States,North America,0.2,29860.0,76.8,66.7,2018
Thailand,Asia,167.7,12724.0,64.6,67.3,2022
Country_032,South America,37.3,17691.0,78.4,90.9,2017
Israel,Asia,11019.6,10093.0,61.4,33.6,2023
Venezuela,South America,26.7,9639.0,72.9,81.0,2025
Dominican Republic,North America,0.2,80102.0,79.3,,2022
Samoa,oce ania,0.2,29817.0,81.4,93.3,2018
Burundi,Africa,67.9,1855.0,66.8,1.6,2012
Country_027,Oceania,7.7,41146.0,84.2,91.5,2018
Ivory Coast,Africa,46.9,4249.0,72.7,65.2,2023
Burundi,Africa,0.2,357.0,53.8,36.6,2017
United Kingdom,Europe,2.5,26045.0,73.3,85.1,2015
United Kingdom,Europe,29.5,33617.0,,,2013
Kosovo,Europe,44.8,31488.0,86.0,79.4,2010
Pakistan,Asia,0.2,,74.7,79.1,2020
Sri Lanka,Asia,100.4,9073.0,79.5,83.2,2013
United States,North America,18.7,,76.1,99.0,2010
Jamaica,North America,8.0,,78.7,93.2%,2015
Samoa,Oceania,6.0,21017.0,80.3,78.4,2017
Zambia,Afri ca,32.2M,6189.0,57.6,49.3,2013
Netherlands ,Europe,8.1,43550.0,77.1,87.9,2012
Country_003,North America,,58400.0,78.6,99.0,2025
Cyprus,Europe,31.6,60021.0,81.7,99.0,2012
Guyana,South America,1.4,8667.0,71.6,78.0,2018
Country_028,Oceania,13.3,77739.0,78.2,82.0,2017
Namibia,Africa,31.7,1411.0,61.5,29.2,2014
Country_006,Africa,55.6,2272.0,60.2,39.1,2023
  Bulgaria,Europe,0.2,,79.9,86.3,2025
Guyana,South America,0.2,12528.0,,49.2,2011
Palestine,Asia,370.8,,,69.5,2010
Country_032,South America,37.2,16864.0,81.5,48.1,2019
Nepal,Asia,0.2,12239.0,76.7,39.9,2025
Country_012,South America,,16637.0,,60.9,2019
country_024,South America,61.6,13157.0,73.6,79.0,2014
El Salvador,North America,0.2,78142.0,76.1,70.2,2021
Cameroon,AFRICA,48.0,4951.0,47.5,56.1%,2016
Slovenia,Europe,18.3,20912.0,82.4,82.2,2012
Ireland,Europe,0.2,10487.0,82.3,92.9,2024
Samoa,Oceania,,46585.0,81.9,92.9,2016
Chile,South America,20.7,2257.0,72.1,74.5,2011
Country_020,Africa,69.6,2156.0,57.7,42.6,2018
Nicaragua,North America,24.5,41933.0,81.8,68.9,2020
Afghanistan,Asia,0.2,5784.0,75.6,27.5,2010
Country_012,South America,29.8,24879.0,81.7,58.9,2011
Country_027,Oceania,0.2,39271.0,79.4,71.8,2021
Bolivia,South America,58.8,13193.0,79.8,72.8,2017
South Africa,Africa,,2805.0,66.2,27.5,2018
  Cuba,North America,,46512.0,83.1,73.0,2013
Mexico,North America,0.2M,25435.0,74.9,77.4,2016
Sudan,Africa,5.4,200.0,65.4,37.0,2012
Latvia,Europe,51.3,24532.0,83.1,62.0,2024
Argentina,South America,0.2,3662.0,62.1,65.1,2012
Norway,Europe,23.7,33726.0,,87.3,2019
Country_016,North America,31.3,7564.0,,63.9,2012
Country_020,Africa,59.5,1312.0,64.1,22.2,2011
Iran,Asia,119.5,7378.0,65.4,47.8%,2013
Nicaragua,N. America,0.2,12756.0,75.7,87.1,2012
Country_019,Asia,0.2,12431.0,75.1,56.2,2025
Egypt,Africa,21.4,$682,59.1,62.4,2020
Portugal,Europe,,47235.0,78.3,,2021
Nepal,Asia,318.8,200.0,69.0,40.2,2010
Fiji,Oceania,6.8,30189.0,83.3,73.7,2025
Ecuador,S. America,0.2,235.0,70.4,65.6,2020
Nigeria,Africa,13.8,200.0,64.7,35.3,2015
Country_008,Africa,35.2,6233.0,71.8,15.6,2017
Morocco,Africa,39.4,392.0,66.0,10.1,2015
Qatar,Asia,0.2,13966.0,67.2,63.4,2024
Zambia,Africa,4828.4,$2489,61.0,36.9,2010
Djibouti,Africa,70.5,,54.4,36.3,2020
Nigeria,Africa,0.2,3913.0,49.3,23.2,2020
Syria,Asia,0.2,15411.0,76.7,11.5,2013
Country_006,Africa,86.2,3415.0,66.1,31.5,2016
Ireland,Europe,46.0,15738.0,86.0,89.1,2025
Mexico,North America,6.7,"72,472",74.5,63.5,2015
Cyprus,Europe,10.4,38465.0,84.4,78.3,2025
United States,North America,17.4,67172.0,78.6,79.2,2021
Country_032,South America,0.2,21660.0,74.7,19.1,2015
Netherlands,Europe,29.5,16514.0,81.3,,2011
Kosovo,Europe,,40180.0,,85.2,2023
Country_015,Africa,42.7,200.0,50.6,32.7,2010
Guatemala,North America,0.2,45515.0,80.2,71.4,2025
Turkey,Asia,41.3,6387.0,73.4,84.3,2016
Croatia,Europe,20.6,19978.0,78.1,91.4,2015
Country_004,Oceania,1.8,64034.0,80.0,75.7,2021
Afghanistan,Asia,329.6,1242.0,78.5,,2011
Somalia,Africa,31.8,2000.0,51.5,50.5,2011
Papua New Guinea,Oceania,14.8,46482.0,80.8,98.3,2010
Saudi Arabia,Asia,234.5,,76.6,54.5,2020
Slovenia,EU,39.7,31246.0,80.1,90.7,2014
Hungary,Europe,18.8M,39734.0,78.0,79.5%,2021
Country_029,South America,8.1,10502.0,74.8,35.8,2012
Country_018,Africa,18.8,2061.0,54.1,50.4,2019
Latvia,Europe,6.6,19952.0,79.0,99.0,2010
Cuba,North America,5.6,32603.0,74.2,87.9,2023
Portugal,Europe,30.5,200.0,82.5,,2010
Country_031,South America,1.8,,,32.1,2016
North Macedonia,Europe,4.8,41247.0,82.9,,2025
Argentina,South America,0.2,,70.0,60.2,2024
Iran,Asia,0.2,17925.0,68.0,99.0,2017
Iraq,Asia,251.1,11333.0,70.5,66.2,2021
Czechia,Europe,3.8,$21662,74.1,80.0,2019
Tunisia,Africa,64.5,1976.6513885867184,60.3,4.9,2023
Afghanistan,Asia,362.2,22880.0,76.0,33.4,2018
Ireland,Europe,0.2,53021.0,78.9,93.0,2020
Belarus,Europe,39.3,35714.0,79.0,94.0,2017
Yemen,Asia,182.8,3033.0,75.0,1.0,2015
Hungary,Europe,0.2,74071.0,77.1,85.3,2012
Honduras,N. America,11.9,53152.0,78.6,76.3,2018
Vietnam,Asia,0.2,,,74.2,2022
Romania,Europe,22.7,43837.0,78.7,85.1,2020
Finland,Europe,0.2,43040.0,78.4,75.2,2018
Iceland,Europe,42.7,29905.0,79.9,83.6,2010
Country_002,Asia,0.2,3319.0,72.5,48.2,2023
Russia,Europe,7.4,35460.0,75.2,82.2,2018
Brazil,South America,12.0,19494.0,72.8,47.4,2016
Latvia,Eu rope,14.4,23715.0,78.5,91.6,2019
Kosovo,Europe,23.8,41822.0,82.1,90.7,2025
Sweden,EUROPE,0.2,26613.0,76.6,96.2,2020
Country_032,South America,61.5,16609.0,76.4,,2025
Malta,Europe,0.2,19018.0,75.7,87.9,2011
Slovenia,Europe,50.9,61008.0,81.1,95.0,2021
Mongolia,Asia,46.7,19380.0,83.6,74.1,2021
Bahrain,Asia,331.8,$6424,70.5,85.3,2021
Croatia,Eur0pe,20.3,41371.0,79.4,82.6,2023
Country_025,Africa,91.6,616.0,65.6,30.6%,2022
Country_027,Oceania,9.7,48475.0,79.1,77.3,2011
Costa Rica,North America,33.5,"68,940",74.8,69.8,2021
Canada,North America,75.1,47728.0,71.9,70.8,2020
Belgium,Europe,11.5,,86.0,82.6,2025
Country_023,Afrika,36.8,1765.0,64.4,25.2,2022
Myanmar,Asia,0.2,7303.0,70.3,66.4,2013
Madagascar,Africa,3.3,2103.0,71.9,44.9,2022
Malta,Europe,40.9,16827.0,,,2024
Country_030,Africa,11.9,,58.4,36.1,2022
Country_021,South America,0.2,18943.0,68.5,54.2,2014
Guatemala,North America,1.4,46068.0,86.0,81.8,2023
Ecuador,South America,0.2,7555.0,73.0,55.7,2013
Rwanda,Africa,27.5,1602.0,64.6,29.0,2025
South Korea,Asia,125.3,1990.0,70.7,22.1,2022
India,Asia,251.4,2469.0,70.6,34.6,2013
Turkey,Asia,110.4,16171.0,75.8,96.6,2025
 Belarus,Europe,48.7,24595.0,82.2,77.9,2022
Dominican Republic,North America,37.9,23046.0,72.8,95.7,2019
North Korea,Asia,0.2,200.0,63.5,62.1%,2024
Nigeria,Africa,0.2,2121.0,71.9,42.5,2024
Mozambique,Africa,58.6,200.0,52.8,42.7,2018
Israel,Asia,155.3,$200,,41.9,2016
Mozambique,Africa,63.0,200.0,48.0,20.1,2023
Country_030,Africa,8.1,761.0,,1.0,2016
North Korea,Asia,283.2,10465.0,61.7,69.0,2014
Belarus,Eu rope,0.3,36705.0,68.5,,2023
Country_029,South America,,20775.0,74.0,81.2,2014
Vietnam,Asia,6.1,6033.0,82.3,39.5,2010
serbia,Europe,0.2,17226.0,73.6,65.2,2012
Colombia,South America,0.2,15025.0,72.6,,2017
New Zealand,Oceania,0.2,48795.0,78.7,88.7,2012
Jordan,Asia,188.6,10941.0,72.2,92.5,2014
Guatemala,North America,31.0,24250.0,77.5,63.0,2017
Country_016,North America,9.0,53781.0,65.3,83.0,2016
Lesotho,Africa,0.2,482.0,57.7,50.1,2016
Kuwait ,Asia,75.1,13551.0,84.4,53.7,2021
Haiti,North America,15.9,62289.0,74.8,99.0,2017
Nigeria,Africa,41.9,2605.0,57.6,46.0,2018
Fiji,Oceania,13.2,25784.0,77.6,81.7,2016
Belize,North America,52.8,35363.0,,90.8,2018
Country_005,Africa,37.2,1533.0,60.3,16.7%,2016
Nicaragua,North America,96.0,49618.0,71.4,,2014
Mali,Africa,14.9,3633.0,57.8,5.0,2020
COUNTRY_009,Europe,20.8,25419.0,81.6,92.6%,2010
Zimbabwe,Africa,66.2,661.0,63.9,41.1,2012
United States,North America,46.7,30441.0,86.0,,2012
Mozambique,Africa,54.9,200.0,68.2,30.2,2017
Country_028,Oceania,,57901.0,75.4,75.1,2010
Latvia,Europe,62.8,12449.0,78.1,94.7,2012
Netherlands,Europe,7.6,27821.0,79.5,97.7,2020
Russia,Europe,0.2,44488.0,81.5,82.2,2017
Country_031,South America,0.2,,,49.3,2017
Paraguay,South America,0.2,20085.0,70.3,61.8%,2021
Netherlands,Europe,23.8,31100.0,80.8,,2010
Norway,Europe,42.5,49880.0,77.9,75.4,2017
Country_023,Africa,3.1,3889.0,73.2,23.1,2018
Uganda,Africa,59.7,200.0,64.3,,2010
Guyana,South America,0.2,27001.0,69.8,99.0,2024
Belgium,Europe,21.1,,79.9,62.1,2022
South Africa,AFRICA,22.4,1843.0,65.2,15.3,2022
Mali,Africa,9.2,200.0,59.9,44.1,2021
Country_002,Asia,253.2,200.0,76.6,,2021
Qatar,Asia,329.0,1459.0,68.2,63.9,2021
Country_004,Oceania,10.3,72469.0,80.0,76.8,2018
Bahrain,Asia,148.6,1051.0,65.5,48.6,2017
Germany ,Europe,26.9,30592.0,,,2014
Israel,Asia,21.6,12193.0,64.5,52.5,2024
Chad,Africa,0.2,2529.0,56.7,26.6,2011
Country_009,Europe,,28662.0,78.5,93.0,2017
South Korea,Asia,0.2,2140.0,,39.0,2018
Slovakia,Europe,7.1,46959.0,82.6,78.4%,2021
Namibia,Africa,1.5,745.0,67.5,54.1,2017
Jordan,Asia,271.7,6741.0,74.4,47.9,2025
Country_007,South America,10.0,5342.0,74.4,48.3,2023
Japan,Asia,,8223.0,77.5,47.3,2013
Chile ,South Am.,4.1,14047.0,75.3,83.4,2023
Nigeria,Africa,57.8,4058.0,61.3,27.0,2019
South Sudan,Africa,33.5,3769.0,58.4,69.2,2011
Serbia,Europe,0.2,32371.0,79.9,84.8%,2021
Country_016,North America,1.6,65365.0,79.3,,2011
Saudi Arabia,Asia,29.2,9195.0,78.8,40.8,2024
Russia,Europe,0.2,7959.0,77.8,92.9,2022
Spain,Europe,21.9,28581.0,71.5,73.4,2019
Country_026,Asia,183.1,26892.0,74.6,47.5,2015
South Korea,Asia,,4885.0,69.2,23.5,2023
Croatia,Europe,31.1,25243.0,81.7,83.0,2011
Bolivia,South America,13.9,"6,976",78.1,84.4,2013
Country_003,North America,0.2,26818.0,81.2,77.5,2023
Ethiopia,africa,42.4,228.0,65.0,19.6,2012
Kuwait,Asia,285.5,4935.0,84.3,64.5,2017
Country_022,North America,46.2,53452.0,72.2,95.8,2022
Belarus,EUROPE,5.1,38814.0,82.1,74.7%,2016
 Denmark,Europe,9.8,49891.0,76.9,87.9,2024
Australia,Oceania,4.0,65970.0,77.0,65.9,2021
Norway,Europe,0.2,35046.0,82.0,84.4,2013
Country_026,Asia,42.3,1237.0,82.1,87.8,2014
Brazil,South America,53.8,12957.0,73.3,76.6,2019
Ivory Coast,Africa,65.7,1627.0,60.0,22.3,2011
Guyana,South America,0.2,17288.0,69.7,77.3,2023
Country_010,South America,0.2,5878.0,76.1,50.0%,2021
Bangladesh,Asia,129.5M,20910.0,86.0,62.4,2018
Country_015 ,Africa,30.4,3241.0,62.3,1.0,2013
Romania,Europe,0.2,35302.0,74.8,,2011
Country_001,Europe,19.5,55643.0,76.4,,2016
Suriname,South America,3.7,4741.0,79.8,99.0,2014
Afghanistan,Asia,96.5,8356.0,63.7,,2016
Latvia,Europe,0.2,27561.0,78.1,88.6,2018
Slovakia,Europe,45.8,748.0,,61.4,2013
Colombia,South America,38.7,29120.0,79.5,56.2,2021
India,Asia,0.2,200.0,70.8,82.5,2012
Greece,EUROPE,37.5,28175.0,,90.4,2010
Egypt,Africa,0.2,200.0,63.3,25.9,2023
Nicaragua,North America,1.8,8598.0,79.6,68.9,2024
Vietnam,Asia,139.5,10746.0,73.8,86.3,2025
India,Asia,251.4,2469.0,70.6,34.6,2013
Brazil,SA,0.2,15175.0,65.5,77.8,2025
Country_022,North America,16.2,74103.0,,64.0,2024
Germany,EUROPE,,42165.0,82.4,,2020
Botswana,Africa,71.5,500.0,66.9,18.6,2020
UAE,Asia,103.0,14083.0,72.4,73.1,2021
Country_006,Africa,44.9,,62.9,31.9,2022
Kenya,Africa,18.6,5256.0,71.2,43.9,2015
NAMIBIA,Africa,20.7,200.0,66.2,60.1,2021
Luxembourg,Europe,19.8,314835.88667512266,77.0,83.6,2010
Country_008,Africa,38.5,2200.0,64.6,24.1,2014
Thailand,Asia,127.2,11324.0,72.2,,2021
Austria,Europe,36.9,44809.0,,89.2,2025
Country_015,Africa,0.2,,63.1,35.5,2011
Estonia,Europe,28.6,,79.4,89.8,2021
Country_012,South America,29.1,2035.0,79.4,49.2,2017
Kuwait,Asia,0.2,1397.0,72.2,80.8,2011
Cyprus,Europe,0.2M,37200.0,75.1,94.9,2015
Eritrea,Africa,33.9,3330.0,63.6,11.3,2012
Australia,Oceania,13.0,42177.0,80.1,84.5,2017
Belarus,Europe,22.2,,74.8,71.0,2020
Libya,Africa,51.7,3151.0,65.6,51.4,2020
Poland,Europe,22.8,40302.0,71.5,99.0,2016
Botswana,Africa,0.2,2683.0,53.1,56.8,2012
Papua New Guinea,Oceania,0.2,16795.0,80.0,68.5,2019
Slovenia,Europe,0.2,,75.8,62.6,2016
France,Europe,11.0,36534.0,71.9,89.5,2017
Spain,Europe,30.5,28388.0,71.9,84.1,2020
Hungary,Eur0pe,0.2,22992.0,77.8,80.5,2024
Turkey,Asia,374.5,13620.0,79.3,39.7,2022
